record,Country,state,year,month,time,cases,X,Y,pop,direction,id,no,id_1,rh,pr,tmmx,tmmn,si
767,TH,Chiang Rai,2020,11,47,25,99.8675265,19.84530881,1295026,northern,26,5,11,73.26054454,18.35686275,30.14352941,18.12156863,48.054
768,TH,Chiang Rai,2020,12,48,8,99.8675265,19.84530881,1295026,northern,26,5,11,69.39775175,1.192156863,28.31882353,14.35372549,54.92870968
769,TH,Chiang Rai,2021,1,49,6,99.8675265,19.84530881,1295026,northern,26,5,11,71.06479914,2.901960784,28.46862745,12.46784314,59.31967742
770,TH,Chiang Rai,2021,2,50,0,99.8675265,19.84530881,1295026,northern,26,5,11,62.11544094,40.83921569,31.85921569,13.96705882,49.30642857
771,TH,Chiang Rai,2021,3,51,3,99.8675265,19.84530881,1295026,northern,26,5,11,48.76369402,11.69019608,34.46941176,17.54784314,47.22
772,TH,Chiang Rai,2021,4,52,10,99.8675265,19.84530881,1295026,northern,26,5,11,71.65398679,134.2980392,33.79921569,19.1827451,51.60333333
773,TH,Chiang Rai,2021,5,53,76,99.8675265,19.84530881,1295026,northern,26,5,11,79.93107925,100.9490196,33.57411765,22.69372549,59.26
774,TH,Chiang Rai,2021,6,54,66,99.8675265,19.84530881,1295026,northern,26,5,11,85.28080818,156.3372549,31.91568627,23.07019608,56.10933333
775,TH,Chiang Rai,2021,7,55,52,99.8675265,19.84530881,1295026,northern,26,5,11,87.14779672,199.1019608,30.89411765,23.0945098,59.31806452
776,TH,Chiang Rai,2021,8,56,21,99.8675265,19.84530881,1295026,northern,26,5,11,88.36483202,192.6588235,30.96980392,23.13764706,73.22322581
777,TH,Chiang Rai,2021,9,57,23,99.8675265,19.84530881,1295026,northern,26,5,11,86.34521942,184.8470588,31.01372549,22.23529412,55.09
778,TH,Chiang Rai,2021,10,58,19,99.8675265,19.84530881,1295026,northern,26,5,11,83.73739139,131.9058824,30.81882353,21.13019608,56.64580645
779,TH,Chiang Rai,2021,11,59,7,99.8675265,19.84530881,1295026,northern,26,5,11,84.78126678,44.57647059,30.93490196,18.91568627,58.306
780,TH,Chiang Rai,2021,12,60,3,99.8675265,19.84530881,1295026,northern,26,5,11,70.14513828,6.376470588,27.79411765,13.89411765,42.64
781,TH,Chiang Rai,2022,1,61,1,99.8675265,19.84530881,1295026,northern,26,5,11,67.29518427,22.63529412,28.95294118,13.4172549,41.35580645
782,TH,Chiang Rai,2022,2,62,1,99.8675265,19.84530881,1295026,northern,26,5,11,62.61769553,35.83529412,31.52588235,13.89882353,40.67714286
783,TH,Chiang Rai,2022,3,63,4,99.8675265,19.84530881,1295026,northern,26,5,11,66.42910083,55.03137255,35.23137255,18.7745098,43.06
784,TH,Chiang Rai,2022,4,64,7,99.8675265,19.84530881,1295026,northern,26,5,11,71.72733851,67.41176471,33.85803922,19.67137255,37.5
785,TH,Chiang Rai,2022,5,65,20,99.8675265,19.84530881,1295026,northern,26,5,11,85.94476291,212.1803922,32.59137255,21.69490196,34.99064516
786,TH,Chiang Rai,2022,6,66,46,99.8675265,19.84530881,1295026,northern,26,5,11,85.80112822,89.2,32.19058824,23.34509804,28.48466667
787,TH,Chiang Rai,2022,7,67,57,99.8675265,19.84530881,1295026,northern,26,5,11,85.60415132,198.8431373,31.37215686,23.5945098,24.07
788,TH,Chiang Rai,2022,8,68,77,99.8675265,19.84530881,1295026,northern,26,5,11,87.57064119,264.1764706,30.6945098,22.9627451,29.09193548
789,TH,Chiang Rai,2022,9,69,33,99.8675265,19.84530881,1295026,northern,26,5,11,84.38585244,249.3372549,30.74352941,22.0572549,29.63
790,TH,Chiang Rai,2022,10,70,48,99.8675265,19.84530881,1295026,northern,26,5,11,78.09529156,82.03529412,30.3054902,20.60078431,5.56
791,TH,Chiang Rai,2022,11,71,31,99.8675265,19.84530881,1295026,northern,26,5,11,72.3454422,28.4627451,30.62705882,18.46980392,5.56
792,TH,Chiang Rai,2022,12,72,20,99.8675265,19.84530881,1295026,northern,26,5,11,79.92090583,21.29411765,29.4345098,16.01843137,5.56
793,TH,Chon Buri,2017,1,1,27,101.2003519,13.19038603,1509125,eastern,27,6,12,81.52822168,42.75,31.77272727,22.55681818,
794,TH,Chon Buri,2017,2,2,20,101.2003519,13.19038603,1509125,eastern,27,6,12,74.01200088,24.25,33.12272727,21.44090909,
795,TH,Chon Buri,2017,3,3,22,101.2003519,13.19038603,1509125,eastern,27,6,12,72.89387992,106.0227273,33.91363636,23.80909091,
796,TH,Chon Buri,2017,4,4,26,101.2003519,13.19038603,1509125,eastern,27,6,12,76.83971201,69.15909091,34.25454545,24.67272727,
797,TH,Chon Buri,2017,5,5,39,101.2003519,13.19038603,1509125,eastern,27,6,12,80.42239781,392.9545455,32.67954545,24.64090909,
798,TH,Chon Buri,2017,6,6,76,101.2003519,13.19038603,1509125,eastern,27,6,12,70.86729321,236.8181818,32.53181818,24.52954545,
799,TH,Chon Buri,2017,7,7,96,101.2003519,13.19038603,1509125,eastern,27,6,12,77.08825109,186.0681818,31.66136364,24.76818182,
800,TH,Chon Buri,2017,8,8,36,101.2003519,13.19038603,1509125,eastern,27,6,12,79.77771366,269.9090909,32.20454545,24.75681818,
801,TH,Chon Buri,2017,9,9,33,101.2003519,13.19038603,1509125,eastern,27,6,12,78.28165562,300.3409091,32.48409091,24.63409091,
802,TH,Chon Buri,2017,10,10,44,101.2003519,13.19038603,1509125,eastern,27,6,12,80.95892845,205.3181818,31.84545455,24.17045455,
803,TH,Chon Buri,2017,11,11,48,101.2003519,13.19038603,1509125,eastern,27,6,12,81.5953156,51.36363636,31.3,23.05,
804,TH,Chon Buri,2017,12,12,42,101.2003519,13.19038603,1509125,eastern,27,6,12,77.23189466,18.11363636,30.62272727,21.05454545,
805,TH,Chon Buri,2018,1,13,43,101.2003519,13.19038603,1535445,eastern,27,6,12,81.63223652,27.97727273,31.72954545,21.875,
806,TH,Chon Buri,2018,2,14,43,101.2003519,13.19038603,1535445,eastern,27,6,12,74.94367784,22.86363636,31.82954545,21.65227273,
807,TH,Chon Buri,2018,3,15,58,101.2003519,13.19038603,1535445,eastern,27,6,12,78.63555539,86.77272727,33.33863636,23.92727273,
808,TH,Chon Buri,2018,4,16,96,101.2003519,13.19038603,1535445,eastern,27,6,12,75.72855354,186.4772727,33.35454545,24.06363636,
809,TH,Chon Buri,2018,5,17,188,101.2003519,13.19038603,1535445,eastern,27,6,12,72.43349465,124.8863636,33.08409091,24.16136364,
810,TH,Chon Buri,2018,6,18,287,101.2003519,13.19038603,1535445,eastern,27,6,12,75.28754842,153.3181818,32.21363636,24.525,
811,TH,Chon Buri,2018,7,19,311,101.2003519,13.19038603,1535445,eastern,27,6,12,77.50691239,191.5909091,31.30227273,24.78636364,
812,TH,Chon Buri,2018,8,20,210,101.2003519,13.19038603,1535445,eastern,27,6,12,77.55357432,198.7727273,31.01590909,24.44318182,
813,TH,Chon Buri,2018,9,21,157,101.2003519,13.19038603,1535445,eastern,27,6,12,79.00106615,213.7272727,31.77954545,24.21363636,
814,TH,Chon Buri,2018,10,22,78,101.2003519,13.19038603,1535445,eastern,27,6,12,76.268167,189.5681818,32.61590909,24.15227273,
815,TH,Chon Buri,2018,11,23,191,101.2003519,13.19038603,1535445,eastern,27,6,12,75.48914463,32.29545455,32.90454545,23.05,
816,TH,Chon Buri,2018,12,24,152,101.2003519,13.19038603,1535445,eastern,27,6,12,83.73648465,8.863636364,32.69545455,22.95454545,
817,TH,Chon Buri,2019,1,25,155,101.2003519,13.19038603,1558301,eastern,27,6,12,73.06040467,9.590909091,33.88636364,21.85681818,
818,TH,Chon Buri,2019,2,26,139,101.2003519,13.19038603,1558301,eastern,27,6,12,75.44598727,11.09090909,35.13181818,23.94318182,
819,TH,Chon Buri,2019,3,27,116,101.2003519,13.19038603,1558301,eastern,27,6,12,63.94635997,32.06818182,35.38636364,24.81136364,
820,TH,Chon Buri,2019,4,28,151,101.2003519,13.19038603,1558301,eastern,27,6,12,72.08014868,62.31818182,36.21818182,26.1,
821,TH,Chon Buri,2019,5,29,151,101.2003519,13.19038603,1558301,eastern,27,6,12,76.14687473,186.75,34.69090909,25.74772727,
822,TH,Chon Buri,2019,6,30,234,101.2003519,13.19038603,1558301,eastern,27,6,12,78.17161474,161.3863636,33.45909091,25.55909091,
823,TH,Chon Buri,2019,7,31,420,101.2003519,13.19038603,1558301,eastern,27,6,12,71.83798886,124.4318182,32.98181818,25.44318182,
824,TH,Chon Buri,2019,8,32,304,101.2003519,13.19038603,1558301,eastern,27,6,12,78.20944741,230.3181818,32.49090909,25.20909091,
825,TH,Chon Buri,2019,9,33,207,101.2003519,13.19038603,1558301,eastern,27,6,12,80.25044368,248.9090909,32.02954545,24.58863636,
826,TH,Chon Buri,2019,10,34,237,101.2003519,13.19038603,1558301,eastern,27,6,12,77.63912177,97.65909091,32.72727273,24.86818182,
827,TH,Chon Buri,2019,11,35,254,101.2003519,13.19038603,1558301,eastern,27,6,12,80.98187232,21.40909091,32.38863636,23.03409091,
828,TH,Chon Buri,2019,12,36,155,101.2003519,13.19038603,1558301,eastern,27,6,12,76.03570014,1.227272727,31.67272727,20.78863636,
829,TH,Chon Buri,2020,1,37,79,101.2003519,13.19038603,1566885,eastern,27,6,12,75.31296996,4.863636364,33.94772727,22.39545455,0
830,TH,Chon Buri,2020,2,38,63,101.2003519,13.19038603,1566885,eastern,27,6,12,68.07069853,4.431818182,33.79318182,22.88409091,0
831,TH,Chon Buri,2020,3,39,44,101.2003519,13.19038603,1566885,eastern,27,6,12,67.37202753,52.15909091,34.95909091,24.49318182,35.90258065
832,TH,Chon Buri,2020,4,40,48,101.2003519,13.19038603,1566885,eastern,27,6,12,74.13072212,68.84090909,35.27727273,25.15227273,76.264
833,TH,Chon Buri,2020,5,41,87,101.2003519,13.19038603,1566885,eastern,27,6,12,75.92851973,134.1363636,34.81818182,25.98863636,75
834,TH,Chon Buri,2020,6,42,148,101.2003519,13.19038603,1566885,eastern,27,6,12,77.49730918,195.6590909,32.79318182,24.80454545,62.99333333
835,TH,Chon Buri,2020,7,43,287,101.2003519,13.19038603,1566885,eastern,27,6,12,78.55288901,152.1136364,32.67045455,25.14318182,52.78
836,TH,Chon Buri,2020,8,44,333,101.2003519,13.19038603,1566885,eastern,27,6,12,78.22801783,180.4545455,32.31363636,25.03181818,51.16580645
837,TH,Chon Buri,2020,9,45,255,101.2003519,13.19038603,1566885,eastern,27,6,12,80.223949,311.6136364,32.03636364,24.57272727,47.776
838,TH,Chon Buri,2020,10,46,154,101.2003519,13.19038603,1566885,eastern,27,6,12,83.87272974,342.7727273,30.67954545,22.90227273,47.22
839,TH,Chon Buri,2020,11,47,143,101.2003519,13.19038603,1566885,eastern,27,6,12,80.11495854,30.93181818,32.34090909,22.97954545,48.054
840,TH,Chon Buri,2020,12,48,54,101.2003519,13.19038603,1566885,eastern,27,6,12,76.98309751,5.318181818,31.83863636,21.15909091,54.92870968
841,TH,Chon Buri,2021,1,49,52,101.2003519,13.19038603,1566885,eastern,27,6,12,73.12844864,0.568181818,31.17954545,19.62727273,59.31967742
842,TH,Chon Buri,2021,2,50,28,101.2003519,13.19038603,1566885,eastern,27,6,12,64.43054246,19.34090909,32.65454545,21.82727273,49.30642857
843,TH,Chon Buri,2021,3,51,27,101.2003519,13.19038603,1566885,eastern,27,6,12,75.0869257,44.59090909,34.64090909,24.26136364,47.22
844,TH,Chon Buri,2021,4,52,25,101.2003519,13.19038603,1566885,eastern,27,6,12,75.62292952,195.3181818,33.92272727,23.8,51.60333333
845,TH,Chon Buri,2021,5,53,29,101.2003519,13.19038603,1566885,eastern,27,6,12,73.7120801,131.0681818,33.95454545,25.13181818,59.26
846,TH,Chon Buri,2021,6,54,46,101.2003519,13.19038603,1566885,eastern,27,6,12,75.19431313,104.5909091,33.37045455,25.38181818,56.10933333
847,TH,Chon Buri,2021,7,55,8,101.2003519,13.19038603,1566885,eastern,27,6,12,79.8014535,184.8863636,32.43181818,24.91590909,59.31806452
848,TH,Chon Buri,2021,8,56,16,101.2003519,13.19038603,1566885,eastern,27,6,12,80.7150057,188.2272727,32.37954545,25.00454545,73.22322581
849,TH,Chon Buri,2021,9,57,10,101.2003519,13.19038603,1566885,eastern,27,6,12,83.91548684,346.3181818,31.45909091,24,55.09
850,TH,Chon Buri,2021,10,58,16,101.2003519,13.19038603,1566885,eastern,27,6,12,83.26681456,284.4545455,31.72272727,23.96136364,56.64580645
851,TH,Chon Buri,2021,11,59,45,101.2003519,13.19038603,1566885,eastern,27,6,12,79.70286033,46.36363636,32.33409091,23.05454545,58.306
852,TH,Chon Buri,2021,12,60,31,101.2003519,13.19038603,1566885,eastern,27,6,12,71.42728149,10.13636364,31.35681818,20.75909091,42.64
853,TH,Chon Buri,2022,1,61,22,101.2003519,13.19038603,1566885,eastern,27,6,12,67.69072322,11.06818182,32.80227273,21.56818182,41.35580645
854,TH,Chon Buri,2022,2,62,18,101.2003519,13.19038603,1566885,eastern,27,6,12,79.10860199,44.29545455,33.20227273,22.29318182,40.67714286
855,TH,Chon Buri,2022,3,63,30,101.2003519,13.19038603,1566885,eastern,27,6,12,77.72781954,89.79545455,34.65,24.375,43.06
856,TH,Chon Buri,2022,4,64,44,101.2003519,13.19038603,1566885,eastern,27,6,12,74.72495978,94.90909091,34.62045455,24.49772727,37.5
857,TH,Chon Buri,2022,5,65,63,101.2003519,13.19038603,1566885,eastern,27,6,12,80.83420917,216.2045455,33.01818182,24.09090909,34.99064516
858,TH,Chon Buri,2022,6,66,151,101.2003519,13.19038603,1566885,eastern,27,6,12,75.44108424,108.3863636,33.12954545,25.11590909,28.48466667
859,TH,Chon Buri,2022,7,67,190,101.2003519,13.19038603,1566885,eastern,27,6,12,78.80310546,196.8409091,32.26136364,24.92045455,24.07
860,TH,Chon Buri,2022,8,68,203,101.2003519,13.19038603,1566885,eastern,27,6,12,78.98850077,225.8409091,31.90454545,24.53636364,29.09193548
861,TH,Chon Buri,2022,9,69,284,101.2003519,13.19038603,1566885,eastern,27,6,12,81.32502401,348.9090909,31.41590909,24.05,29.63
862,TH,Chon Buri,2022,10,70,295,101.2003519,13.19038603,1566885,eastern,27,6,12,79.1504014,176.9545455,31.35,23.56818182,5.56
863,TH,Chon Buri,2022,11,71,258,101.2003519,13.19038603,1566885,eastern,27,6,12,75.48083386,88,32.37954545,23,5.56
864,TH,Chon Buri,2022,12,72,224,101.2003519,13.19038603,1566885,eastern,27,6,12,67.85078477,2.704545455,31.09545455,20.81363636,5.56
865,TH,Chumphon,2017,1,1,11,99.06277453,10.34535172,509650,southeastern,28,7,13,78.79153273,238.7288136,31.08644068,23.31864407,
866,TH,Chumphon,2017,2,2,13,99.06277453,10.34535172,509650,southeastern,28,7,13,65.41801619,44.96610169,32.95762712,22.25762712,
867,TH,Chumphon,2017,3,3,19,99.06277453,10.34535172,509650,southeastern,28,7,13,66.59983087,74.89830508,33.67288136,23.05932203,
868,TH,Chumphon,2017,4,4,19,99.06277453,10.34535172,509650,southeastern,28,7,13,72.6957013,162,33.33389831,23.94237288,
869,TH,Chumphon,2017,5,5,43,99.06277453,10.34535172,509650,southeastern,28,7,13,79.0275357,541.4237288,32.17457627,23.85932203,
870,TH,Chumphon,2017,6,6,29,99.06277453,10.34535172,509650,southeastern,28,7,13,71.94521701,363.6271186,31.5779661,23.69491525,
871,TH,Chumphon,2017,7,7,29,99.06277453,10.34535172,509650,southeastern,28,7,13,77.02292748,524.4576271,31.33559322,23.97457627,
872,TH,Chumphon,2017,8,8,25,99.06277453,10.34535172,509650,southeastern,28,7,13,77.81325089,522.3728814,31.18305085,23.63898305,
873,TH,Chumphon,2017,9,9,28,99.06277453,10.34535172,509650,southeastern,28,7,13,77.42679638,469.779661,31.35084746,23.39830508,
874,TH,Chumphon,2017,10,10,30,99.06277453,10.34535172,509650,southeastern,28,7,13,77.1990219,248,31.38983051,23.41186441,
875,TH,Chumphon,2017,11,11,40,99.06277453,10.34535172,509650,southeastern,28,7,13,81.10344914,191.2033898,30.62542373,23.30169492,
876,TH,Chumphon,2017,12,12,13,99.06277453,10.34535172,509650,southeastern,28,7,13,78.87072276,169.9322034,30.49830508,22.48474576,
877,TH,Chumphon,2018,1,13,15,99.06277453,10.34535172,510963,southeastern,28,7,13,77.51532019,42.93220339,31.29491525,22.69152542,
878,TH,Chumphon,2018,2,14,19,99.06277453,10.34535172,510963,southeastern,28,7,13,67.18923411,51.28813559,32.23898305,22.05762712,
879,TH,Chumphon,2018,3,15,9,99.06277453,10.34535172,510963,southeastern,28,7,13,70.8751145,57.25423729,33.75423729,23.25932203,
880,TH,Chumphon,2018,4,16,11,99.06277453,10.34535172,510963,southeastern,28,7,13,72.70533117,235.8305085,33.35254237,23.38983051,
881,TH,Chumphon,2018,5,17,21,99.06277453,10.34535172,510963,southeastern,28,7,13,74.43995321,278.220339,32.22881356,23.84915254,
882,TH,Chumphon,2018,6,18,17,99.06277453,10.34535172,510963,southeastern,28,7,13,75.07964737,623.2372881,31.33220339,23.69491525,
883,TH,Chumphon,2018,7,19,57,99.06277453,10.34535172,510963,southeastern,28,7,13,76.79470819,503.1355932,30.81864407,23.89322034,
884,TH,Chumphon,2018,8,20,29,99.06277453,10.34535172,510963,southeastern,28,7,13,76.59564615,646.1864407,30.50169492,23.63898305,
885,TH,Chumphon,2018,9,21,19,99.06277453,10.34535172,510963,southeastern,28,7,13,77.39729255,337.3220339,30.4779661,22.66949153,
886,TH,Chumphon,2018,10,22,13,99.06277453,10.34535172,510963,southeastern,28,7,13,79.26987718,339.3728814,31.31525424,23.27457627,
887,TH,Chumphon,2018,11,23,24,99.06277453,10.34535172,510963,southeastern,28,7,13,74.46782206,193.559322,31.89661017,23.65762712,
888,TH,Chumphon,2018,12,24,11,99.06277453,10.34535172,510963,southeastern,28,7,13,78.679666,138.6440678,31.73220339,23.71186441,
889,TH,Chumphon,2019,1,25,30,99.06277453,10.34535172,511304,southeastern,28,7,13,71.41487455,153.9322034,32.41355932,22.57457627,
890,TH,Chumphon,2019,2,26,36,99.06277453,10.34535172,511304,southeastern,28,7,13,65.37214376,11.05084746,33.59491525,22.82372881,
891,TH,Chumphon,2019,3,27,33,99.06277453,10.34535172,511304,southeastern,28,7,13,56.15241114,45.76271186,34.17457627,23.32372881,
892,TH,Chumphon,2019,4,28,47,99.06277453,10.34535172,511304,southeastern,28,7,13,65.28495786,87.03389831,34.71525424,24.60508475,
893,TH,Chumphon,2019,5,29,64,99.06277453,10.34535172,511304,southeastern,28,7,13,72.47125759,322.440678,32.7559322,24.20338983,
894,TH,Chumphon,2019,6,30,66,99.06277453,10.34535172,511304,southeastern,28,7,13,76.82898942,465.4915254,31.67627119,24.4220339,
895,TH,Chumphon,2019,7,31,76,99.06277453,10.34535172,511304,southeastern,28,7,13,70.02943481,297.2711864,31.86440678,24.39322034,
896,TH,Chumphon,2019,8,32,53,99.06277453,10.34535172,511304,southeastern,28,7,13,78.97011917,815.5762712,30.98135593,23.8,
897,TH,Chumphon,2019,9,33,44,99.06277453,10.34535172,511304,southeastern,28,7,13,77.77708411,472.7966102,30.84237288,23.4,
898,TH,Chumphon,2019,10,34,33,99.06277453,10.34535172,511304,southeastern,28,7,13,77.87807089,216.6440678,31.10847458,23.56779661,
899,TH,Chumphon,2019,11,35,8,99.06277453,10.34535172,511304,southeastern,28,7,13,75.56888078,186.2033898,31.13389831,23.43050847,
900,TH,Chumphon,2019,12,36,12,99.06277453,10.34535172,511304,southeastern,28,7,13,74.12978696,36.03389831,30.92711864,22.36610169,
901,TH,Chumphon,2020,1,37,5,99.06277453,10.34535172,509208,southeastern,28,7,13,68.62577578,14.81355932,32.37118644,22.74745763,0
902,TH,Chumphon,2020,2,38,9,99.06277453,10.34535172,509208,southeastern,28,7,13,65.43730279,26.03389831,33.12372881,22.45932203,0
903,TH,Chumphon,2020,3,39,13,99.06277453,10.34535172,509208,southeastern,28,7,13,59.80439689,12.55932203,34.26610169,23.53220339,35.90258065
904,TH,Chumphon,2020,4,40,13,99.06277453,10.34535172,509208,southeastern,28,7,13,64.68705162,98.38983051,34.34745763,24.39152542,76.264
905,TH,Chumphon,2020,5,41,16,99.06277453,10.34535172,509208,southeastern,28,7,13,71.04147769,196.5423729,33.35932203,24.90677966,75
906,TH,Chumphon,2020,6,42,25,99.06277453,10.34535172,509208,southeastern,28,7,13,75.88894314,439.3220339,31.45084746,24.05084746,62.99333333
907,TH,Chumphon,2020,7,43,36,99.06277453,10.34535172,509208,southeastern,28,7,13,75.45698511,360.1016949,31.35084746,23.98813559,52.78
908,TH,Chumphon,2020,8,44,21,99.06277453,10.34535172,509208,southeastern,28,7,13,73.22974808,350.7288136,31.54915254,24.31525424,51.16580645
909,TH,Chumphon,2020,9,45,31,99.06277453,10.34535172,509208,southeastern,28,7,13,77.47794602,570.3728814,31.16779661,23.72542373,47.776
910,TH,Chumphon,2020,10,46,43,99.06277453,10.34535172,509208,southeastern,28,7,13,83.80004768,564.9152542,30.53389831,22.96610169,47.22
911,TH,Chumphon,2020,11,47,32,99.06277453,10.34535172,509208,southeastern,28,7,13,77.52264871,153.3898305,31.31694915,23.46779661,48.054
912,TH,Chumphon,2020,12,48,14,99.06277453,10.34535172,509208,southeastern,28,7,13,75.43970514,150.7457627,30.80677966,22.33728814,54.92870968
913,TH,Chumphon,2021,1,49,7,99.06277453,10.34535172,509208,southeastern,28,7,13,69.90111645,16.84745763,31.54915254,21.93559322,59.31967742
914,TH,Chumphon,2021,2,50,17,99.06277453,10.34535172,509208,southeastern,28,7,13,60.12365535,7.423728814,33.04915254,22.39491525,49.30642857
915,TH,Chumphon,2021,3,51,7,99.06277453,10.34535172,509208,southeastern,28,7,13,65.99516769,39.3220339,34.19322034,23.46949153,47.22
916,TH,Chumphon,2021,4,52,5,99.06277453,10.34535172,509208,southeastern,28,7,13,72.05777389,182.9830508,33.40508475,23.44915254,51.60333333
917,TH,Chumphon,2021,5,53,17,99.06277453,10.34535172,509208,southeastern,28,7,13,73.68872882,381.559322,32.74915254,24.29661017,59.26
918,TH,Chumphon,2021,6,54,22,99.06277453,10.34535172,509208,southeastern,28,7,13,74.22126831,360.8474576,31.46779661,24.06779661,56.10933333
919,TH,Chumphon,2021,7,55,27,99.06277453,10.34535172,509208,southeastern,28,7,13,77.63351913,571.8813559,31.30847458,23.91016949,59.31806452
920,TH,Chumphon,2021,8,56,31,99.06277453,10.34535172,509208,southeastern,28,7,13,79.94784964,528.4067797,30.83050847,23.6220339,73.22322581
921,TH,Chumphon,2021,9,57,11,99.06277453,10.34535172,509208,southeastern,28,7,13,77.61367295,492,30.93220339,23.48813559,55.09
922,TH,Chumphon,2021,10,58,15,99.06277453,10.34535172,509208,southeastern,28,7,13,81.01472255,421.6101695,31.0440678,23.43898305,56.64580645
923,TH,Chumphon,2021,11,59,9,99.06277453,10.34535172,509208,southeastern,28,7,13,83.41907023,474.0169492,30.76101695,22.94745763,58.306
924,TH,Chumphon,2021,12,60,7,99.06277453,10.34535172,509208,southeastern,28,7,13,71.55180825,66.49152542,30.86101695,22.37457627,42.64
925,TH,Chumphon,2022,1,61,11,99.06277453,10.34535172,509208,southeastern,28,7,13,65.31056792,9.881355932,32.30508475,23.02881356,41.35580645
926,TH,Chumphon,2022,2,62,8,99.06277453,10.34535172,509208,southeastern,28,7,13,77.10200404,122.8644068,32.98644068,22.56779661,40.67714286
927,TH,Chumphon,2022,3,63,5,99.06277453,10.34535172,509208,southeastern,28,7,13,72.33247321,118.440678,33.96271186,23.47627119,43.06
928,TH,Chumphon,2022,4,64,4,99.06277453,10.34535172,509208,southeastern,28,7,13,69.71021035,186.3050847,33.70847458,23.80677966,37.5
929,TH,Chumphon,2022,5,65,22,99.06277453,10.34535172,509208,southeastern,28,7,13,79.55531826,465.8305085,32.37457627,23.87627119,34.99064516
930,TH,Chumphon,2022,6,66,12,99.06277453,10.34535172,509208,southeastern,28,7,13,75.607845,378.9152542,31.46949153,23.97966102,28.48466667
931,TH,Chumphon,2022,7,67,8,99.06277453,10.34535172,509208,southeastern,28,7,13,80.24195038,664.0508475,31.07457627,23.78644068,24.07
932,TH,Chumphon,2022,8,68,19,99.06277453,10.34535172,509208,southeastern,28,7,13,75.78031207,376.0169492,31.40338983,24.11355932,29.09193548
933,TH,Chumphon,2022,9,69,19,99.06277453,10.34535172,509208,southeastern,28,7,13,76.64701995,423.1186441,30.99491525,23.56949153,29.63
934,TH,Chumphon,2022,10,70,19,99.06277453,10.34535172,509208,southeastern,28,7,13,83.49245816,524.1864407,30.71694915,23.11186441,5.56
935,TH,Chumphon,2022,11,71,24,99.06277453,10.34535172,509208,southeastern,28,7,13,79.46087725,276.9491525,31.00508475,23.1559322,5.56
936,TH,Chumphon,2022,12,72,28,99.06277453,10.34535172,509208,southeastern,28,7,13,70.27909857,204.1186441,30.72542373,22.43728814,5.56
937,TH,Kalasin,2017,1,1,15,103.6240181,16.62605332,986005,northeastern,29,8,14,77.23990152,2.02027027,30.72432432,19.22432432,
938,TH,Kalasin,2017,2,2,5,103.6240181,16.62605332,986005,northeastern,29,8,14,67.32765605,8.533783784,32.62567568,18.46283784,
939,TH,Kalasin,2017,3,3,6,103.6240181,16.62605332,986005,northeastern,29,8,14,73.4046785,73.92567568,34.45675676,22.49324324,
940,TH,Kalasin,2017,4,4,5,103.6240181,16.62605332,986005,northeastern,29,8,14,81.32735768,89.55405405,34.93581081,23.82297297,
941,TH,Kalasin,2017,5,5,25,103.6240181,16.62605332,986005,northeastern,29,8,14,85.19342634,222.2702703,33.33716216,24.63581081,
942,TH,Kalasin,2017,6,6,125,103.6240181,16.62605332,986005,northeastern,29,8,14,80.74675983,252.027027,32.71689189,25.01351351,
943,TH,Kalasin,2017,7,7,112,103.6240181,16.62605332,986005,northeastern,29,8,14,83.39631488,325.7297297,30.99932432,24.89797297,
944,TH,Kalasin,2017,8,8,87,103.6240181,16.62605332,986005,northeastern,29,8,14,81.97632089,263.7905405,31.92837838,24.825,
945,TH,Kalasin,2017,9,9,31,103.6240181,16.62605332,986005,northeastern,29,8,14,82.84436298,205.2905405,32.25135135,24.62635135,
946,TH,Kalasin,2017,10,10,27,103.6240181,16.62605332,986005,northeastern,29,8,14,81.91525135,120.2297297,31.65472973,22.97702703,
947,TH,Kalasin,2017,11,11,5,103.6240181,16.62605332,986005,northeastern,29,8,14,73.89051659,18.13513514,31.20608108,20.56148649,
948,TH,Kalasin,2017,12,12,1,103.6240181,16.62605332,986005,northeastern,29,8,14,73.6206247,7.736486486,29.50337838,17.8222973,
949,TH,Kalasin,2018,1,13,1,103.6240181,16.62605332,985346,northeastern,29,8,14,77.87827956,1,30.43783784,18.43783784,
950,TH,Kalasin,2018,2,14,1,103.6240181,16.62605332,985346,northeastern,29,8,14,75.61620552,14.77702703,31.32567568,18.56486486,
951,TH,Kalasin,2018,3,15,3,103.6240181,16.62605332,985346,northeastern,29,8,14,78.45977902,60.41216216,33.86824324,22.48378378,
952,TH,Kalasin,2018,4,16,3,103.6240181,16.62605332,985346,northeastern,29,8,14,75.56257593,110.7972973,34.33378378,23.62094595,
953,TH,Kalasin,2018,5,17,36,103.6240181,16.62605332,985346,northeastern,29,8,14,80.27981,148.1418919,33.53513514,24.03986486,
954,TH,Kalasin,2018,6,18,100,103.6240181,16.62605332,985346,northeastern,29,8,14,80.23170554,212.9459459,32.59932432,25.01148649,
955,TH,Kalasin,2018,7,19,132,103.6240181,16.62605332,985346,northeastern,29,8,14,81.65483949,204.472973,31.4972973,24.91148649,
956,TH,Kalasin,2018,8,20,89,103.6240181,16.62605332,985346,northeastern,29,8,14,81.21167832,270.4932432,30.83040541,24.51148649,
